Name,Size,Type,Tag,Alignment,Fly/Hover/Swim,CR,Source book,Source page,Spell user,Legendary actions,Lair actions,Abilities,Actions,Reaction,Arctic,Coastal,Desert,Forest,Grassland,Hill,Mountain,Swamp,Underdark,Underwater,Urban,Other,,Credits
Barghest,Large,Fiend,Shapechanger,Neutral evil,,4,VGtM,123,y,n,n,,,,,,,x,x,x,x,,x,,,,,
Barlgura,Large,Fiend,Demon,Chaotic evil,,5,MM,46,y,n,n,,,,,,,,,,,,,,,ø,,
Barnibus Blastwind,Medium,Humanoid,Human,Lawful good,,2,WDH,195,y,n,n,,,,,,,,,,,,,,ø,,,
Barong,Large,Celestial,,Lawful good,,17,CC,49,n,y,n,,,,,,,,,,,,,,,,,
Barovian Witch,Medium,Humanoid,Human,Chaotic evil,,1/2,CoS,229,y,n,n,,,,,,,ø,,,,ø,,,ø,,,
Basilisk,Medium,Monstrosity,,Unaligned,,3,MM,24,n,n,n,,,,,,,,,,x,,,,,,,
Bastet Temple Cat,Small,Beast,,Chaotic neutral,,1,ToB,32,y,n,n,,,,,,ø,,,,,,,,ø,,,
Bastian Thermandar,Medium,Humanoid,Fire Genasi,Neutral evil,,8,PotA,201,y,n,n,,,,,,,,,,,,,,,,,
Bat,Tiny,Beast,,Unaligned,,0,MM,318,n,n,n,,,,,ø,,ø,,ø,ø,ø,ø,,ø,,,
Bat King,Small,Fey,"Shapechanger, Animal Lord",Neutral,,13,CC,22,y,y,n,,,,,,,,,,,,,,,,,
Bathhouse Drake,Medium,Dragon,Drake,Lawful neutral,,3,CC,126,y,n,n,"Amphibious, Soapy, Innate Spellcasting","Multiattack, Bite, Claw, Scalding Jet, Steam Burst",,,,,,,,,,,,,,,
Battle Mage,Medium,Humanoid,,Any,,4,CC,397,y,n,n,,,,,,,,,,,,,,,,,
Battleforce Angel,Medium,Celestial,Angel,Lawful good,,5,GGtR,189,n,n,n,,,,,,,,,,,,,,ø,ø,,
Bearded Devil,Medium,Fiend,Devil,Lawful evil,,3,MM,70,n,n,n,,,,,,,,,,,,,,,ø,,
Bearfolk,Medium,Humanoid,,Chaotic good,,3,ToB,33,n,n,n,,,,ø,,,ø,,ø,ø,,,,,,,
Bearfolk Chieftain,Medium,Humanoid,Bearfolk,Chaotic good,,6,CC,51,n,n,n,,,,,,,,,,,,,,,,,
Bearmit Crab,Large,Monstrosity,,Unaligned,,2,CC,52,n,n,n,,,,,,,,,,,,,,,,,
Beast of Ill Omen,Large,Monstrosity,,Chaotic evil,,2,MaDC,7,n,n,n,,,,,,,ø,,,,ø,ø,,,,,
Beggar Ghoul,Medium,Undead,Ghoul,Chaotic evil,,1/2,ToB,213,n,n,n,,,,,,,,,,,ø,ø,,ø,,,
"Behemoth, Terror of the Earth",Colossal,Beast,,Neutral,,30,MaDC,124,n,y,n,,,,,,,,,,,,,,,ø,,
Behir,Huge,Monstrosity,,Neutral evil,,11,MM,25,n,n,n,,,,,,,,,,,,x,,,,,
Beholder,Large,Aberration,Beholder,Lawful evil,,13,MM,28,n,y,n,,,,,,,,,,,,x,,,,,
Beholder (in lair),Large,Aberration,Beholder,Lawful evil,,14,MM,28,n,y,y,,,,,,,,,,,,x,,,,,
Beholder Dragon,Large,Aberration,Dragon,Neutral evil,,15,MaDC,8,n,y,n,,,,,,,,,,,,ø,,,,,
Beholder Zombie,Large,Undead,Beholder,Neutral evil,,5,MM,316,n,n,n,,,,,,,,,,,,x,,,,,
Behtu,Small,Humanoid,,Chaotic evil,,2,ToB,34,n,n,n,,,,,,,,,,ø,ø,,,,,,
Beli,Small,Fey,,Neutral evil,,2,ToB,35,y,n,n,,,,ø,,,,,,ø,,,,,,,
Bellowing Tanglewyrm,Huge,Beast,Wyrm,Unaligned,,15,MaDC,200,n,n,n,,,,,,,,,,ø,,ø,,,,,
Berbalang,Medium,Aberration,,Chaotic evil,,2,MToF,120,y,n,n,,,,,,x,,,,,,,,,,,
"Berchta, Fey Lady",Medium,Fey,Shapechanger,Lawful neutral,,16,CC,154,y,y,y,"Fate Touched, Legendary Resistance, Shapechanger, Innate Spellcasting","Multiattack, Silver Sickle, Threads of Fate, Teleport",Twist of Fate,,,,,,,,,,,,,,
Bereginyas,Tiny,Fey,,Neutral evil,,4,ToB,36,n,n,n,,,,,,,ø,,ø,ø,,,,,,,
Berserker,Medium,Humanoid,Any Race,Any chaotic,,2,MM,344,n,n,n,,,,x,x,x,x,,x,x,,,,,,,
Berstuc,Large,Fiend,Demon,Chaotic evil,,11,ToB,76,n,n,n,,,,,,,ø,,,,,,,,ø,,
Bheur Hag,Medium,Fey,Hag,Chaotic evil,,7,VGtM,160,y,n,n,,,,x,,,,,,,,,,,,,
Biclops,Huge,Giant,,Neutral,,6,FEF,26,n,n,n,,,,,,,,,x,x,,,,,,,
Bilwis,Medium,Elemental,,Chaotic evil,,1,CC,53,n,n,n,,,,,,,,x,,,,,,,,,
Biomancer,Medium,Humanoid,Any Race,Neutral good,,10,GGtR,256,y,n,n,,,,,,,,,,,,,ø,ø,,,
Black Abishai,Medium,Fiend,Devil,Lawful evil,,7,MToF,160,n,n,n,,,,,,,,,,,,,,x,ø,,
Black Bear,Medium,Beast,,Unaligned,,1/2,MM,318,n,n,n,,,,,,,x,,,,,,,,,,
Black dracolisk,Large,Dragon,,Unaligned,,7,FEF,85,n,n,n,,,,,,x,,,,,x,x,,,,,
Black Dragon Wyrmling,Medium,Dragon,,Chaotic evil,,2,MM,88,n,n,n,,,,,,,,,,,x,,,,,,
Black Earth Guard,Medium,Humanoid,Human,Neutral evil,,2,PotA,195,n,n,n,,,,,,,,,,,,,,,,,
Black Earth Priest,Medium,Humanoid,Human,Neutral evil,,3,PotA,195,y,n,n,,,,,,,,,,,,,,,,,
Black Knight,Medium,Humanoid,,Lawful neutral,,12,MaDC,9,n,n,n,,,,,,,,,,,,,,ø,,,
Black Knight Commander,Medium,Humanoid,,Lawful evil,,5,ToB,418,n,n,n,,,,,,,,,,,,,,ø,,,
Black Pudding,Large,Ooze,,Unaligned,,4,MM,241,n,n,n,,,,,,,,,,,,x,,,,,
Black Sun Orc,Medium,Humanoid,Orc,Chaotic evil,,2,CC,289,n,n,n,,,,,,,,,,,,,,,,,
Black Sun Priestess,Medium,Humanoid,Orc,Chaotic evil,,3,CC,290,y,n,n,,,,,,,,,,,,,,,,,
Black Viper,Medium,Humanoid,Human,Chaotic neutral,,5,WDH,196,n,n,n,,,,,,,,,,,,,,ø,,,
Blackguard,Medium,Humanoid,Any Race,Any non-good,,8,VGtM,211,y,n,n,,,,,,,,,,,,x,,x,,,
Blagothkus,Huge,Giant,Cloud Giant,Neutral evil,,9,HotDQ,89,y,n,n,,,,,,,,,,,,,,,,,
Blemmyes,Large,Monstrosity,,Chaotic evil,,8,ToB,37,n,n,n,,,,,,,ø,ø,ø,ø,,,,,,,
Blink Dog,Medium,Fey,,Lawful good,,1/4,MM,318,n,n,n,,,,,,,x,,,,,,,,,,
Blistercoil Weird,Medium,Elemental,Weird,Chaotic neutral,,4,GGtR,207,n,n,n,,,,,,,,,,,,,,ø,ø,,
Blood Drinker Vampire,Medium,Undead,,Lawful evil,,8,GGtR,223,n,n,n,,,,,,,,,,,,,,ø,,,
Blood Elemental,Large,Elemental,,Neutral,,5,CC,138,n,n,n,"Coagulate, Destroyed by Water, Liquid Form","Multiattack, Slam, Blood Drain",,,,,,,,,,,,,,,
Blood Giant,Huge,Giant,,Lawful neutral,,8,CC,180,n,n,n,"Blood Sense, Magic Weapon","Multiattack, Blood Spear, Rock, Blood Magic",,,,,,,,,,,,,,,
Blood Hag,Medium,Fey,Hag,Chaotic evil,,11,ToB,242,y,n,n,,,,,,,ø,,,,ø,,,,,,
Blood Hawk,Small,Beast,,Unaligned,,1/8,MM,319,n,n,n,,,,x,x,,x,x,x,x,,,,,,,
Blood Mage,Medium,Humanoid,,Any evil,,7,CC,397,y,n,n,,,,,,,,,,,,,,,,,
Blood Ooze,Large,Ooze,,Unaligned,,6,CC,282,n,n,n,,,,,,,,,,,,,,,,,
Blood orchid,Large,Aberration,,Chaotic evil,,5,FEF,28,n,n,n,,,,,,,,,,,,x,,,,,
Blood orchid grand savant,Large,Aberration,,Lawful evil,,9,FEF,29,n,n,n,,,,,,,,,,,,x,,,,,/u/SozSurt
Blood orchid savant,Huge,Aberration,,Lawful evil,,7,FEF,28,y,n,n,,,,,,,,,,,,x,,,,,
Blood pudding,Medium,Ooze,,Unaligned,,2,FEF,187,n,n,n,,,,,,,,,,,x,x,,,,,
Blood Witch,Medium,Humanoid,Any Race,Chaotic evil,,7,GGtR,248,y,n,n,,,,,,,,,,,,ø,,ø,,,
Blood Zombie,Medium,Undead,,Neutral evil,,2,CC,393,n,n,n,,,,,,,,,,,,,,,,,
Bloodfray Giant,Huge,Giant,,Chaotic evil,,6,GGtR,200,n,n,n,,,,,,,,,,,,ø,,ø,,,
Bloodsuckle,Large,Plant,,Unaligned,,3,FEF,30,y,n,n,,,,,,,x,x,x,,,,,,,,
Bloody bones,Medium,Undead,,Chaotic evil,,2,FEF,31,n,n,n,,,,,,,,,,,,x,,x,,,
Bloody Bones,Medium,Monstrosity,,Chaotic evil,,3,CC,54,n,n,n,,,,,,,,,,,,,,,,,
Blue Abishai,Medium,Fiend,Devil,Lawful evil,,17,MToF,161,y,n,n,,,,,x,,,,,,,,,x,ø,,
Blue dracolisk,Large,Dragon,,Unaligned,,7,FEF,85,n,n,n,,,,,,x,,,,x,,x,,,,,
Blue Dragon Wyrmling,Medium,Dragon,,Lawful evil,,3,MM,91,n,n,n,,,,,x,x,,,,,,,,,,,
Blue Elf,Medium,Humanoid,Elf,Unaligned,,5,MaDC,93,y,n,n,,,,,,,,,,,,,,ø,,,
Blue Slaad,Large,Aberration,,Chaotic neutral,,7,MM,276,n,n,n,,,,,,,,,,,,,,,ø,,
Boalisk,Large,Beast,,Unaligned,,1,FEF,32,n,n,n,,,,,x,,x,,,,x,,,,,,
Boar,Medium,Beast,,Unaligned,,1/4,MM,319,n,n,n,,,,,,,x,x,,,,,,,,,
Bodak,Medium,Undead,,Chaotic evil,,6,ToA,215,n,n,n,,,,,,,,,,,ø,ø,,ø,,,
Bodak,Medium,Undead,,Chaotic evil,,6,VGtM,127,n,n,n,,,,,,,,,,,x,x,,x,,,
Bog Troll,Large,Giant,,Chaotic evil,,5,MaDC,203,n,n,n,,,,,,,,,,,ø,,,,,,
Boggle,Small,Fey,,Chaotic evil,,1/8,VGtM,128,n,n,n,,,,,,,x,,x,,,x,,,,,
Boloti,Tiny,Fey,,Neutral evil,,1,ToB,38,y,n,n,,,,,ø,,,,,,ø,,ø,,,,
Bone cobbler,Medium,Aberration,,Chaotic evil,,2,FEF,33,n,n,n,,,,,,,,,,,,x,,,,,
Bone Collective,Small,Undead,,Chaotic evil,,8,ToB,39,y,n,n,,,,ø,,,ø,,ø,ø,ø,ø,,,,,
Bone Crab,Small,Beast,,Neutral,,1/2,ToB,40,n,n,n,,,,,ø,,,,,,,,,,,,
Bone Devil,Large,Fiend,Devil,Lawful evil,,9,MM,71,n,n,n,,,,,,,,,,,,,,,ø,,
Bone Golem,Large,Construct,,Unaligned,,9,MaDC,10,n,n,n,,,,,,ø,,ø,ø,ø,ø,ø,,,,,
Bone Golem,Medium,Construct,,Unaligned,,7,CC,195,n,n,n,"Berserk, False Appearance, Immutable Form, Magic Resistance, Magic Weapon, Necrotic Absorption","Multiattack, Claw, Bone Shard",,,,,,,,,,,,,,,
Bone Naga,Large,Undead,,Lawful evil,,4,MM,233,y,n,n,,,,,,,,,,,,x,,,,,
Bone Swarm,Large,Undead,Swarm,Chaotic evil,,10,ToB,41,n,n,n,,,,,,ø,,,ø,ø,,,,,,,
Boneclaw,Large,Undead,,Chaotic evil,,12,MToF,121,n,n,n,,,,x,,x,,,,,,,,x,,,
Bonepowder Ghoul,Small,Undead,Ghoul,Neutral evil,,12,ToB,214,y,n,n,,,,,,,,,,,ø,ø,,ø,,,
Bonesucker,Large,Aberration,,Neutral evil,,4,FEF,35,n,n,n,,,,,,,x,x,x,,x,x,,,,,
Bookkeeper,Tiny,Construct,,Unaligned,,1/8,CC,55,n,n,n,,,,,,,,,,,,,,x,,,
Boot Grabber,Small,Aberration,,Neutral,,1/2,CC,56,n,n,n,,,,,,,,,,,,x,,,,,
Borborygmos,Huge,Giant,,Chaotic neutral,,18,GGtR,238,n,y,n,,,,,,,ø,ø,ø,,,,,ø,,,
Borsin (ape centaur),Large,Monstrosity,,Chaotic evil,,3,FEF,36,n,n,n,,,,,,,x,x,x,,,,,,,,
Bouda,Medium,Fiend,,Neutral evil,,5,ToB,44,n,n,n,,,,,,,,,,,,,,ø,ø,,
Brass Dragon Wyrmling,Medium,Dragon,,Chaotic good,,1,MM,106,n,n,n,,,,,,x,,,,,,,,,,,
Brass man,Large,Construct,,Unaligned,,6,FEF,37,n,n,n,,,,,,,,,,,,,,,x,,
Bridesmaid of Zuggtmoy,Medium,Plant,,Chaotic evil,,1/8,OotA,230,n,n,n,,,,,,,,,,,,,,,,,
Bridge Troll,Large,Giant,,Chaotic evil,,4,MaDC,204,n,n,n,,,,,,,,,ø,,,,,,,,
Brine sea serpent,Huge,Dragon,Aquatic,Chaotic evil,,10,FEF,199,n,n,n,,,,,,,,,,,,,x,,,,
Brontosaurus,Gargantuan,Beast,Dinosaur,Unaligned,,5,ToA,215,n,n,n,,,,,,,ø,ø,,,,,,,,,
Brontosaurus,Gargantuan,Beast,Dinosaur,Unaligned,,5,VGtM,139,n,n,n,,,,,,,x,x,,,,,,,,,
Brontotherium,Huge,Beast,,Unaligned,,6,FEF,183,n,n,n,,,,,,,x,x,x,,,,,,,,
Bronze Dragon Wyrmling,Medium,Dragon,,Lawful good,,2,MM,109,n,n,n,,,,,x,,,,,,,,,,,,
Bronze Golem,Large,Construct,,Unaligned,,3,CC,196,n,n,n,"Boiling Body, Immutable Form, Magic Resistance, Magic Weapon","Multiattack, Slam, Brazen Bull",,,,,,,,,,,,,,,
Bronze Scout,Medium,Construct,,Unaligned,,1,MToF,125,n,n,n,,,,,,,x,x,x,x,,,,,,,
Brood Butcher,Huge,Aberration,,Chaotic evil,,9,MaDC,11,n,n,n,,,,,,,,,,,,,,,ø,,
Brood Monitor,Huge,Aberration,,Chaotic evil,,7,MaDC,12,n,n,n,,,,,,,,,,,,,,ø,ø,,
Brood Sliver,Large,Monstrosity,Sliver,Neutral evil,,3,MaDC,186,n,n,n,,,,,ø,,ø,ø,ø,ø,ø,ø,,,,,
Broodiken,Tiny,Construct,,Neutral,,1,ToB,45,n,n,n,,,,ø,ø,ø,ø,ø,ø,ø,ø,ø,,ø,,,
Broom of Animated Attack,Small,Construct,,Unaligned,,1/4,CoS,226,n,n,n,,,,,,,,,,,,,,ø,,,
Brother Ox,Huge,Fey,"Shapechanger, Animal Lord",Lawful neutral,,16,CC,24,n,y,y,,,,,,,,,,,,,,,,,
Brown Bear,Large,Beast,,Unaligned,,1,MM,319,n,n,n,,,,x,,,x,,x,,,,,,,,
Brume,Large,Aberration,,Neutral evil,,6,FEF,38,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Bucca,Tiny,Fey,,Neutral evil,,1/2,ToB,46,y,n,n,,,,,,,,,,,,ø,,,,,
Bugbear,Medium,Humanoid,Goblinoid,Chaotic evil,,1,LMoP,56,n,n,n,,,,,,,,,,,,,,,,,
Bugbear,Medium,Humanoid,Goblinoid,Chaotic evil,,1,MM,33,n,n,n,,,,,,,x,x,,,,x,,,,,
Bugbear Chief,Medium,Humanoid,Goblinoid,Chaotic evil,,3,MM,33,n,n,n,,,,,,,x,x,,,,x,,,,,
Bukavac,Large,Monstrosity,,Neutral evil,,9,ToB,47,n,n,n,,,,,,,ø,,,,ø,,ø,,,,
Bulette,Large,Monstrosity,,Unaligned,,5,MM,34,n,n,n,,,,,,,,x,x,x,,,,,,,
Bulezau,Medium,Fiend,Demon,Chaotic evil,,3,MToF,131,n,n,n,,,,,,,,,,,,,,,ø,,
Bullywug,Medium,Humanoid,Bullywug,Neutral evil,,1/4,MM,35,n,n,n,,,,,,,,,,,x,,,,,,
Bullywug Shaman,Medium,Humanoid,Bullywug,Neutral evil,,2,MaDC,13,y,n,n,,,,,,,,,,,ø,,,,,,
Buraq,Medium,Celestial,,Lawful good,,11,ToB,48,y,n,n,,,,,,,,,,,,,,,ø,,
Burning dervish,Medium,Fiend,,Lawful evil,,3,FEF,39,y,n,n,,,,,,,,,,,,,,,x,,
Burning Skeleton,Medium,Undead,,Lawful evil,,1,MaDC,14,n,n,n,,,,,,ø,,ø,,,,ø,,ø,,,
Burrowling,Small,Humanoid,,Lawful neutral,,1/2,ToB,49,n,n,n,,,,,,,ø,ø,ø,,,,,,,,
Burrowshark,Medium,Humanoid,Human,Neutral evil,,4,PotA,196,n,n,n,,,,,,,,,,,,,,,,,
Cackler,Small,Fiend,Demon,Chaotic evil,,1/2,GGtR,195,y,n,n,,,,,,,,,,,,ø,,ø,ø,,
Cactid,Large,Plant,,Unaligned,,3,ToB,50,n,n,n,,,,,,ø,,,,,,,,,,,
Cacus Giant,Huge,Giant,,Chaotic evil,,6,CC,181,n,n,n,Final Breath,"Multiattack, Greatclub, Rock, Fire Breath",,,,,,,,,,,,,,,
Cadaver,Medium,Undead,,Chaotic evil,,1/2,FEF,40,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Cadaver Collector,Large,Construct,,Lawful evil,,14,MToF,122,n,n,n,,,,,,,,x,,,,,,,,,
Cadaver lord,Medium,Undead,,Chaotic evil,,3,FEF,41,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Cambion,Medium,Fiend,,Any evil,,5,MM,36,n,n,n,,,,,,,,,,,,,,x,,,
Cambium,Large,Fiend,,Neutral evil,,14,ToB,51,y,n,n,,,,,,,,,,,,,,ø,,,
Camel,Large,Beast,,Unaligned,,1/8,MM,320,n,n,n,,,,,,x,,,,,,,,,,,
Canoloth,Medium,Fiend,Yugoloth,Neutral evil,,8,MToF,247,n,n,n,,,,,x,,,,,,,x,,x,ø,,
Capra Demon,Large,Fiend,Demon,Chaotic evil,,6,MaDC,16,n,n,n,,,,,,,,,,,,,,,ø,,
Captain Othelstan,Medium,Humanoid,Human,Lawful evil,,5,HotDQ,89,n,n,n,,,,,,,,,,,,,,,,,
Carbuncle,Small,Aberration,,Unaligned,,1/8,FEF,42,n,n,n,,,,,,,x,,,,,,,,,,
Carbuncle,Small,Monstrosity,,Chaotic good,,1,CC,57,n,n,n,,,,,,,x,,,,,,,,,,
Carrion Beetle,Large,Beast,,Neutral,,4,ToB,52,n,n,n,,,,,,,,,,,,ø,,,,,
Carrion Crawler,Large,Monstrosity,,Unaligned,,2,MM,37,y,n,n,,,,,,,,,,,,x,,,,,
Carytid column,Medium,Construct,,Unaligned,,1,FEF,43,n,n,n,,,,,,,x,x,x,,,,,,,,
Cat,Tiny,Beast,,Unaligned,,0,MM,320,n,n,n,,,,,,,x,x,,,,,,x,,,
Category 1 Krasis,Medium,Monstrosity,,Unaligned,,1,GGtR,210,n,n,n,,,,,ø,,,,,,ø,ø,ø,ø,,,
Category 2 Krasis,Large,Monstrosity,,Unaligned,,6,GGtR,211,n,n,n,,,,,ø,,,,,,ø,ø,ø,ø,,,
Category 3 Krasis,Huge,Monstrosity,,Unaligned,,16,GGtR,212,n,n,n,,,,,ø,,,,,,ø,ø,ø,ø,,,
Caterprism,Large,Monstrosity,,Unaligned,,4,FEF,45,n,n,n,,,,,,,,,,,,,,,x,,
Catoblepas,Large,Monstrosity,,Unaligned,,5,FEF,47,n,n,n,,,,,,,,,,,x,,,,,,
Catoblepas,Large,Monstrosity,,Unaligned,,5,VGtM,129,n,n,n,,,,,,,,,,,x,,,,,,
Cats of Ulthar,Huge,Beast,Swarm,Unaligned,,4,CC,58,n,n,n,,,,,,,,,,,,,,,,,
Cauldronborn,Small,Construct,,Unaligned,,2,CC,59,n,n,n,,,,,,,,,,,,,,,,,
Caustic Crawler,Medium,Monstrosity,,Unaligned,,4,MaDC,15,n,n,n,,,,ø,,,ø,ø,ø,ø,ø,ø,,,,,
Cavalry Scout,Medium,Humanoid,Human,Unaligned,,1/2,MaDC,90,n,n,n,,,,,,,,,,,,,,ø,,,
Cave cricket,Small,Beast,,Unaligned,,1/4,FEF,48,n,n,n,,,,,,,,,,,,x,,,,,
Cave Dragon Wyrmling,Medium,Dragon,,Neutral evil,,2,ToB,126,y,n,n,,,,,,,,,,,,ø,,,,,
Cave eel,Medium,Beast,,Unaligned,,1/4,FEF,49,n,n,n,,,,,,,,,,,,x,,,,,
Cave Fisher,Large,Monstrosity,,Unaligned,,2,FEF,50,n,n,n,,,,,,,x,x,,,,x,,,,,
Cave Fisher,Medium,Monstrosity,,Unaligned,,3,VGtM,130,n,n,n,,,,,,,,,,,,x,,,,,
Cave Giant,Huge,Giant,,Chaotic evil,,10,CC,182,n,n,n,Sunlight Petrification,"Multiattack, Handaxe, Tusks, Rock",,,,,,,,,,,,,,,
Cave leech,Large,Beast,,Chaotic evil,,6,FEF,51,n,n,n,,,,,,,,,,,,x,,,,,
Cavelight Moss,Large,Plant,,Neutral,,4,ToB,53,n,n,n,,,,,,,,,,,,ø,,,,,
Ceaseless Discharge,Gargantuan,Fiend,Demon,Chaotic neutral,,14,MaDC,17,n,n,n,,,,,,,,,,,,,,,ø,,
Centaur,Large,Monstrosity,,Neutral good,,2,MM,38,n,n,n,,,,,,,x,x,,,,,,,,,
Centaur Chieftain,Large,Monstrosity,,Chaotic neutral,,5,CC,60,n,n,n,Charge,"Multiattack, Pike, Hooves, Longbow, Leadership, Rearing Strike",,,,,,,,,,,,,,,
Centaur Mummy,Large,Undead,,Lawful evil,,6,TftYP,231,n,n,n,,,,,,,,,,,,,,,,,
Cerebral stalker,Medium,Aberration,,Chaotic evil,,5,FEF,53,n,n,n,,,,,x,,x,x,x,x,,,,,,,
Chain Devil,Medium,Fiend,Devil,Lawful evil,,8,MM,72,n,n,n,,,,,,,,,,,,,,,ø,,
Chain worm,Large,Beast,,Unaligned,,12,FEF,54,n,n,n,,,,,,,x,x,x,,x,x,,,,,
Chained Angel,Medium,Celestial,,Neutral evil,,8,ToB,20,n,n,n,,,,,,,,,,,,,,,ø,,
Chainer Geist,Medium,Undead,,Chaotic evil,,4,MaDC,18,n,n,n,,,,,,,,,,,,ø,,ø,,,
Chamaelean,Small,Humanoid,Chamaelean,Neutral,,1/2,MaDC,19,n,n,n,,,,,,,ø,ø,,,,,,,,,
Chamberlain of Zuggtmoy,Large,Plant,,Chaotic evil,,2,OotA,230,n,n,n,,,,,,,,,,,,,,,,,
Champion,Medium,Humanoid,,Any alignment,,9,TftYP,231,n,n,n,,,,,,,,,,,,,,,,,
Champion,Medium,Humanoid,,Any alignment,,9,ToA,216,n,n,n,,,,,,,,,,,,,,,,,
Champion,Medium,Humanoid,Any Race,Any alignment,,9,VGtM,212,n,n,n,,,,,,x,,,,,,,,x,,,
Champion,Medium,Humanoid,Any Race,Any alignment,,9,WDotMM,312,n,n,n,,,,,,,,,,,,ø,,,,,
Chaos knight,Medium,Fiend,,Chaotic evil,,4,FEF,55,y,n,n,,,,,,,x,x,x,,,,,,,,
Chaos-Spawn Goblin,Small,Humanoid,Goblinoid,Neutral evil,,1/2,CC,190,n,n,n,Nimble Escape,"Multiattack, Scimitar, Psychic Stab",,,,x,,,,,,,,,,,
Chasme,Large,Fiend,Demon,Chaotic evil,,6,MM,57,n,n,n,,,,,,,,,,,,,,,ø,,
Chelicerae,Large,Aberration,,Neutral evil,,7,ToB,54,y,n,n,,,,,,ø,ø,,ø,ø,,,,ø,,,
Chemosh,Huge,Fiend,Demon Lord,Chaotic evil,,19,CC,74,y,y,y,"Amphibious, Aura of Fury, Legendary Resistance, Magic Resistance, Innate Spellcasting","Multiattack, Longsword, Shortsword, Longbow",,,,,,,,,,,,,,,
Chernomoi,Tiny,Fey,,Neutral,,1,ToB,55,y,n,n,,,,,,,,,,,,,,ø,,,
Child of the Briar,Tiny,Plant,,Neutral evil,,1,ToB,56,n,n,n,,,,,,,ø,,ø,,,,,,,,
Child of Yggdrasil,Large,Aberration,,Neutral evil,,6,CC,61,n,n,n,"Acid Touch, Forest Camouflage, Keen Smell","Multiattack, Claw",,,,,,,,,,,,,,,
Chimera,Large,Monstrosity,,Chaotic evil,,6,MM,39,n,n,n,,,,,,,,x,x,x,,x,,,,,
Chitine,Small,Monstrosity,,Chaotic evil,,1/2,VGtM,131,n,n,n,,,,,,,,,,,,x,,,,,
Chittr'k'k,Medium,Fiend,Demon Lord,Chaotic evil,,13,CC,76,n,y,y,"Fire Dancer, Quick Escape, Legendary Resistance","Multiattack, Seoul Bite, Necrotic Flame",Soul Devouring,,,,,,,,,,,,,,
Choker,Small,Aberration,,Chaotic evil,,1,MToF,123,n,n,n,,,,,,,x,,,x,,x,,,,,
Choker,Small,Aberration,,Chaotic evil,,1,TftYP,232,n,n,n,,,,,,,ø,,,ø,,ø,,,,,
Choldrith,Medium,Monstrosity,,Chaotic evil,,3,VGtM,132,y,n,n,,,,,,,,,,,,x,,,,,
Chort,Medium,Fiend,Devil,Lawful evil,,12,ToB,104,y,n,n,,,,,,,,,,,,,,,ø,,
Chronalmental,Large,Elemental,,Unaligned,,8,ToB,57,n,n,n,,,,,,,,,,,,,,,ø,,
Chuhaister,Large,Giant,,Chaotic evil,,7,CC,62,n,n,n,"Feybane, Light Sensitivity","Multiattack, Greatclub, Rock",Deadfall Shield,,,,,,,,,,,,,,
Chupacabra,Small,Humanoid,,Chaotic neutral,,1,FEF,56,n,n,n,,,,,,,x,,x,,x,,,x,,,
Chupacabra,Small,Monstrosity,,Unaligned,,1/2,CC,63,n,n,n,"Keen Hearing and Smell, Running Leap","Bite, Fearful Gaze",Malodorous Stench,,,,,x,x,,,,,,,,
Church grim,Medium,Monstrosity,Incorporeal,Lawful good,,1,FEF,57,n,n,n,,,,,,,,,,,,,,,x,,
Churr,Large,Monstrosity,,Neutral evil,,4,FEF,58,n,n,n,,,,,,,x,,,,x,,,,,,
Chuul,Large,Aberration,,Chaotic evil,,4,MM,40,n,n,n,,,,,,,,,,,,x,,,,,
Chuul Spore Servant,Large,Plant,,Unaligned,,4,OotA,228,n,n,n,,,,,,,,,,,,,,,,,
Chwinga,Tiny,Elemental,,Neutral,,0,ToA,216,y,n,n,,,,,,,,,,,,,,,,,
Cikavak,Tiny,Beast,,Neutral,,1/8,ToB,58,n,n,n,,,,,,,,,,,,,,ø,,,
Cimota,Medium,Undead,,Lawful evil,,2,FEF,59,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Cimota guardian,Medium,Undead,,Lawful evil,,4,FEF,59,n,n,n,,,,x,x,x,x,x,x,x,x,x,,x,,,
Cipactli,Medium,Fiend,Demon,Chaotic evil,,5,CC,83,n,n,n,"Amphibious, Underwater Camouflage, Water Step","Multiattack, Bite, Devouring Embrace, Ancient Lullaby",,,,,,,,,,,,,,,
City Watch Captain,Medium,Humanoid,,Lawful neutral,,4,ToB,419,n,n,n,,,,,,,,,,,,,,ø,,,
Clacking Skeleton,Medium,Undead,,Neutral evil,,2,CC,340,n,n,n,,,,,,,,,,,,,,,,,
Clamor,Medium,Aberration,Extraplanar/incorporeal,Unaligned,,2,FEF,62,n,n,n,,,,,,x,x,x,x,x,,,,,,,
Claric of the brew,Medium,Humanoid,Dwarf,Any good,,5,CC,399,y,n,n,,,,,,,,,,,,,,,,,
Clay Golem,Large,Construct,,Unaligned,,9,MM,168,n,n,n,,,,ø,,ø,ø,ø,ø,ø,ø,ø,,ø,ø,,
Cloaker,Large,Aberration,,Chaotic neutral,,8,MM,41,n,n,n,,,,,,,,,,,,x,,,,,
